,,0
Total.E,numVol,-0.4145357541294657
N.G,Total.E,-0.07944041408135145
E,numVol,-0.07529523436144613
N.G,E.S,-0.05559532705922293
HE.G,E.S,-0.048498698441441515
HE.G,Total.E,-0.031034576604052167
HE.G,E,-0.02106212275483178
E.S,numVol,-0.008391969864615555
N.G,E,0.00964109822646332
Total.E,E.S,0.010835685484377631
E.S,E,0.04232459621440188
HE.G,numVol,0.06113199153618196
N.G,numVol,0.0800576216720695
Total.E,E,0.22257791529350981
N.G,HE.G,0.8504715162046745
